degree_names,languages,matched_score,institution_count,max_passing_year,gpa,min_experience_requirement,min_age_requirement,extra_curricular,certification,major1_mapped,major2_mapped,job1,job2,job3
Bachelor,,0.413333333,1,2019,,1.0,22.0,1,0,Computer Science,Undeclared,Machine Learning Engineer,Research Assistant,
Master,,0.333333333,2,2020,,1.0,25.0,0,1,Computer Science,Undeclared,Analyst,,
Bachelor,,0.45,1,2019,,5.0,30.0,1,0,Computer Science,Undeclared,Machine Learning Engineer,,
Bachelor,,0.283333333,3,1983,,1.0,,1,1,Food Services,Undeclared,Engineer,Facilities Administrator,Special Clerk
Master,,0.3,2,2020,,1.0,25.0,1,0,Computer Science,Data Science,,,
Bachelor,,0.85,2,,,15.0,52.0,0,0,Undeclared,Undeclared,Equipment Engineering Technician,Mechanical Technician,Operating Engineer
Bachelor,,0.28,2,2014,,3.0,25.0,0,0,Undeclared,Undeclared,Engineer,Receptionist,
Bachelor,,0.683333333,1,2020,,5.0,,0,1,Electrical Engineering,Undeclared,,,
Master,,0.6833333333333332,2,,,3.0,,0,0,Undeclared,Finance,Manager,Finance Manager,
Master,,0.716666667,2,2021,,,22.0,0,0,Electrical Engineering,Data Science,,,
Master,,0.516666667,2,2020,,1.0,25.0,0,1,Electrical Engineering,Artificial Intelligence,Development Engineer,,
Bachelor,,0.816666667,2,2014,,5.0,30.0,0,1,Electrical Engineering,Electrical Engineering,Engineer,,
Bachelor,,0.783333333,1,,,2.0,,1,0,Chemical Engineering,Undeclared,Engineer,Field Engineer,Service Manager
Bachelor,,0.85,1,2020,3.8,4.0,,0,0,Cybersecurity,Undeclared,Information Technology Specialist,Information Technology Specialist,
PhD,,0.65,2,2019,,1.0,25.0,1,0,Electrical Engineering,Computer Science,,,
Bachelor,,0.783333333,0,,,3.0,,0,0,Undeclared,Undeclared,,Nutrition Clerk,Manager
Bachelor,,0.6,1,,,5.0,30.0,0,0,Accounting,Undeclared,Accountant,,Operation Consultant
Bachelor,,0.85,1,2006,,1.0,,0,0,Business Administration,Undeclared,Business Development Director,Technology Coordinator,Region Coordinator
Bachelor,,0.52,1,2019,,,22.0,1,0,Computer Science,Undeclared,Machine Learning Engineer,,
Bachelor,,0.803333333,1,,,5.0,,0,0,Undeclared,Undeclared,Engineer,Engineer,Customer Service Representative
Bachelor,,0.35,1,2020,,5.0,25.0,0,0,Undeclared,Undeclared,Intern,,
Bachelor,,0.62,1,2020,,1.0,,1,0,Computer Science,Undeclared,Python Developer,,
Bachelor,Spanish,0.736666667,1,2009,2.5,3.0,40.0,0,1,Electrical Engineering,Undeclared,Engineering Technician,Instrument Technician,Project Coordinator
Bachelor,,0.55,1,2018,,2.0,25.0,0,0,Electrical Engineering,Undeclared,,,
Bachelor,,0.6,1,,,2.0,25.0,0,0,Accounting,Undeclared,Accountant,,Operation Consultant
Bachelor,,0.683333333,1,2020,,3.0,40.0,1,0,Information Technology,Undeclared,Data Analyst,,
Master,,0.783333333,2,2019,,5.0,25.0,0,0,Computer Science,Computer Science,Software Engineer,,
Bachelor,,0.85,1,2021,,,22.0,1,0,Electrical Engineering,Undeclared,Intern,,
Bachelor,,0.416666667,1,,,1.0,22.0,0,0,Computer Science,Undeclared,Software Engineer,Software Engineer,
Bachelor,,0.133333333,1,2021,,5.0,30.0,1,0,Computer Science,Undeclared,,,
Bachelor,,0.65,2,2019,,2.0,,0,0,Undeclared,Data Analytics,Machine Learning Engineer,,
Bachelor,,0.65,1,2020,,3.0,,1,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.826666667,2,,,2.0,25.0,0,0,Undeclared,Undeclared,Equipment Engineering Technician,Mechanical Technician,Operating Engineer
Bachelor,Spanish,0.65,2,1997,,2.0,25.0,0,0,Undeclared,Business Administration,Project Manager,Project Coordinator,Environmental Secretary
Bachelor,,0.683333333,1,,3.55,5.0,25.0,0,0,Computer Science,Undeclared,Committee Chair,Member,Resident Advisor
Bachelor,,0.716666667,1,,,5.0,30.0,0,1,General Studies,Undeclared,Engineering Technician,Engineering Technician,Technician
Master,Hindi,0.6,2,,,3.0,,0,0,Undeclared,Undeclared,Accountant,Accountant,Accountant
Master,,0.75,2,2019,,4.0,,1,0,Commerce,Data Science,Data Analyst,,
Master,Mandarin,0.65,2,2010,,1.0,,0,0,Accounting,Accounting,Financial Accountant,Accountant,Accountant
Bachelor,,0.65,1,2019,,5.0,30.0,0,1,Computer Engineering,Undeclared,,,
Bachelor,,0.85,1,2018,,3.0,,1,0,Undeclared,Undeclared,,,
Bachelor,,0.85,1,1996,3.5,5.0,30.0,0,1,Undeclared,Undeclared,Engineering Planning Manager,Manufacturing Project Engineer,Production Planner
Bachelor,,0.7833333333333333,2,,,15.0,52.0,1,0,Education,Undeclared,Business Development Director,Consultant,Relocation Consultant
PhD,,0.623333333,2,2021,,3.0,,0,0,Electrical Engineering,Data Science,Data Engineer,,
Master,Spanish,0.7166666666666667,3,,,,18.0,1,1,Accounting,Business Administration,Accountant,Accountant,Bookkeeper
Master,,0.85,2,2017,,4.0,,0,1,Mechanical Engineering,Mechanical Engineering,,,Gearbox Designer
Bachelor,,0.65,1,2020,,4.0,,1,0,Civil Engineering,Undeclared,Intern,,
Bachelor,,0.556666667,1,2021,,1.0,,1,0,Computer Science,Undeclared,Software Engineer,,
Bachelor,,0.75,1,2021,,5.0,,0,0,Computer Science,Undeclared,Machine Learning Engineer,Cloud Administrator,
Master,,0.65,2,2020,,5.0,30.0,0,0,Undeclared,Undeclared,Data Scientist,,
Bachelor,,0.44,3,2023,0.4,5.0,,1,1,Electrical Engineering,Undeclared,Intern,Intern,
Bachelor,,0.726666667,1,,,1.0,25.0,0,0,Undeclared,Undeclared,Engineer,Engineer,Customer Service Representative
Master,,0.65,2,2020,,3.0,40.0,1,0,Computer Science,Data Science,,,
Master,,0.5499999999999999,2,,,5.0,24.0,0,0,Undeclared,Finance,Manager,Finance Manager,
Bachelor,,0.516666667,1,,,1.0,,0,0,Computer Science,Undeclared,,,
Bachelor,,0.35,1,2018,,5.0,24.0,0,0,Computer Science,Undeclared,Business Analyst,,
Bachelor,,0.816666667,1,2021,,3.0,25.0,1,0,Electrical Engineering,Undeclared,Intern,,
Bachelor,,0.35,1,2019,,5.0,25.0,1,0,Information Technology,Undeclared,Analyst,,
Master,,0.65,3,2010,,,20.0,0,1,Business Administration,Management,Engineering Specialist,Technical Support Specialist,Military Supervisor
Bachelor,,0.6833333333333332,1,,,15.0,52.0,0,0,Mechanical Engineering,Undeclared,Business Development Director,Account Executive,Account Executive
Bachelor,,0.85,1,,3.55,3.0,,0,0,Computer Science,Undeclared,Committee Chair,Member,Resident Advisor
Bachelor,,0.85,1,,,5.0,30.0,0,1,Mechanical Engineering,Undeclared,Engineer,,Engineer
Master,Spanish,0.7166666666666667,3,,,1.0,25.0,1,1,Accounting,Business Administration,Accountant,Accountant,Bookkeeper
Bachelor,,0.75,1,2016,,5.0,30.0,1,0,Economics,Undeclared,Business Development Analyst,Documentation Analyst,Data Analyst
Bachelor,,0.65,1,2019,,2.0,,1,0,Information Technology,Undeclared,Analyst,,
Bachelor,,0.716666667,1,2018,,5.0,,0,0,Electrical Engineering,Undeclared,Consultant,Software Engineer,
Bachelor,,0.45,1,2020,,2.0,25.0,0,0,Civil Engineering,Undeclared,Intern,,
Master,,0.45,2,2019,,4.0,,1,0,Economics,Economics,,,
Bachelor,,0.716666667,1,2019,,4.0,,0,0,Computer Science,Undeclared,Software Engineer,,
Bachelor,,0.716666667,1,2021,3.78,,,0,1,Computer Science,Undeclared,Tutor,,
Bachelor,,0.483333333,1,2019,,1.0,,0,0,Electrical Engineering,Undeclared,Medical Analyst,Data Engineer,
Master,,0.85,3,2017,4.0,2.0,25.0,0,0,Data Analytics,Environmental Science,,,
Master,,0.7166666666666667,3,,4.0,1.0,,1,1,Education,Economics,Accountant,District Administrative Manager,Business Manager
Bachelor,,0.85,1,2019,,1.0,25.0,0,1,Computer Science,Undeclared,,,
Bachelor,,0.346666667,1,2020,,15.0,52.0,1,0,Electrical Engineering,Undeclared,System Engineer Analyst,,
Bachelor,,0.35,1,2019,,1.0,25.0,0,0,Undeclared,Undeclared,Data Engineer,,
Master,,0.85,2,2016,0.2788,2.0,25.0,0,0,General Engineering,Chemical Engineering,Engineer,Others,
Bachelor,Portuguese,0.45,1,2019,,2.0,25.0,1,0,Computer Science,Undeclared,Software Engineer,Software Engineer,
Master,,0.7833333333333333,1,2013,,3.0,25.0,0,0,Business Administration,Undeclared,Business Development Director,Solutions Analyst,Product Marketing Specialist
Master,,0.466666667,2,2020,,1.0,,0,1,Computer Science,Undeclared,Analyst,,
Bachelor,,0.35,1,,3.75,5.0,30.0,1,0,Computer Science,Undeclared,Customer Analyst,Software Engineer,Teaching Assistant
Master,,0.626666667,2,2019,,2.0,,1,0,Electrical Engineering,Electrical Engineering,Product Engineer,,
Master,,0.783333333,2,,,5.0,25.0,0,0,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.85,1,2016,,1.0,25.0,1,0,Economics,Undeclared,Business Development Analyst,Documentation Analyst,Data Analyst
Bachelor,,0.65,1,2019,,2.0,25.0,0,0,Mechanical Engineering,Undeclared,Design Engineer,,
Master,Hindi,0.75,2,,,1.0,,0,0,Undeclared,Undeclared,Accountant,Accountant,Accountant
Master,,0.25,3,2017,,2.0,25.0,0,1,Information Systems,Criminal Justice,Business Development Analyst,Business Enterprise Risk Manager,Client Relationship Specialist
Bachelor,,0.183333333,3,2023,0.4,5.0,30.0,1,1,Electrical Engineering,Undeclared,Intern,Intern,
Bachelor,,0.783333333,1,,,,,0,0,Electrical Engineering,Undeclared,Technician,Technician,
Bachelor,Spanish,0.7166666666666667,1,2010,,1.0,,1,0,Sociology,Undeclared,Business Development Director,Business Development Director,Human Resources
Bachelor,,0.783333333,1,2015,,3.0,,0,0,Computer Science,Undeclared,Computer Technician,,Help Desk Technician
Bachelor,,0.65,1,2019,,3.0,40.0,1,0,Civil Engineering,Undeclared,Application Development,,
Bachelor,,0.7166666666666667,1,,,5.0,,0,0,Accounting,Undeclared,Accountant,,Operation Consultant
Bachelor,,0.85,1,2020,,5.0,,1,0,Undeclared,Undeclared,,,
Bachelor,,0.65,1,2019,,15.0,52.0,0,0,Business Administration,Undeclared,Engineering Technician,Consultant,Engineering Technician
Bachelor,,0.65,5,2010,,5.0,28.0,0,0,Undeclared,Undeclared,Construction Engineer,Combat Engineer,Combat Engineer
Master,,0.85,2,2016,0.2788,15.0,52.0,0,0,General Engineering,Chemical Engineering,Engineer,Others,
Bachelor,,0.6833333333333332,1,2005,,1.0,,0,0,Accounting,Undeclared,Accountant,Tax Accountant,Accountant
Bachelor,,0.6933333333333334,1,,,1.0,,0,0,General Studies,Undeclared,Business Development Consultant,,Sales Representative
Master,Mandarin,0.65,2,2012,3.5,2.0,25.0,0,1,Accounting,Business Administration,Accountant,Accountant,
Bachelor,,0.85,1,2020,,2.0,25.0,1,0,Chemical Sciences,Undeclared,Intern,,
Master,,0.85,3,2012,3.7,5.0,28.0,1,0,Mechanical Engineering,Electrical Engineering,Buiness Developer,,Operations Specialist
Bachelor,,0.85,1,2020,,1.0,25.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.75,1,2018,3.01,2.0,25.0,0,0,Civil Engineering,Undeclared,Engineer,Field Engineer,Field Engineer
Bachelor,,0.683333333,1,2019,,4.0,,1,0,Undeclared,Undeclared,Others,,
Master,,0.316666667,2,,,2.0,,0,0,Mechanical Engineering,Mechanical Engineering,Others,Thermal Engineer,Researcher
Master,,0.35,2,2021,,2.0,25.0,1,0,Computer Science,Computer Science,Instructor,Research Assistant,
Bachelor,,0.85,1,,,,22.0,1,1,Mechanical Engineering,Undeclared,Mechancial Engineer,System Engineer,
Bachelor,,0.58,1,2020,,1.0,,0,0,Undeclared,Undeclared,Data Analyst,,
Bachelor,,0.693333333,1,,,2.0,25.0,0,0,Computer Engineering,Undeclared,Buisness Engineer,Project Engineer,Operations Technician
Bachelor,,0.85,1,2020,3.8,1.0,,0,0,Cybersecurity,Undeclared,Information Technology Specialist,Information Technology Specialist,
Bachelor,,0.716666667,1,2020,,,22.0,0,0,Undeclared,Undeclared,Data Analyst,,
PhD,,0.583333333,2,1980,,1.0,,0,0,Computer Science,Computer Science,Professor,Professor,
PhD,,0.65,2,2021,,4.0,,0,0,Electrical Engineering,Data Science,Data Engineer,,
Bachelor,,0.85,1,2021,3.91,3.0,,0,0,Computer Science,Undeclared,Mentor,Captain,
Master,Spanish,0.85,2,2014,,3.0,,0,1,Accounting,Business Administration,Accountant,,Administrator
Master,,0.85,3,1993,,1.0,25.0,0,0,Management,Undeclared,,Quality Assurance Specialist,
Master,Urdu,0.45,2,2020,,2.0,25.0,1,0,Computer Science,Undeclared,Student Ambassador,Tutor,Sales Representative
Bachelor,,0.333333333,1,2020,,15.0,52.0,1,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.716666667,1,2019,,,,0,0,Computer Science,Undeclared,Software Engineer,,
Bachelor,,0.476666667,1,2020,,5.0,,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
Bachelor,,0.826666667,1,2019,,5.0,25.0,0,0,Electrical Engineering,Undeclared,Data Analyst,,
Bachelor,,0.683333333,1,2019,,2.0,,1,0,Undeclared,Undeclared,,,
Bachelor,,0.77,1,,,3.0,40.0,0,0,Undeclared,Undeclared,Engineer,Engineer,Customer Service Representative
Bachelor,,0.75,1,2008,,1.0,,0,0,Computer Science,Undeclared,Accountant,Accounts Receivable Clerk,Mortgage Underwriter
Master,,0.35,2,2021,,2.0,25.0,0,1,Computer Science,Computer Science,Intern,,
Master,,0.85,2,2019,,3.0,,1,0,Computer Science,Computer Science,Data Scientist,,
Bachelor,,0.716666667,1,,,3.0,,1,1,Mechanical Engineering,Undeclared,Mechancial Engineer,System Engineer,
Master,,0.816666667,2,2005,,1.0,25.0,0,1,Computer Science,Electrical Engineering,,Software Certification Analyst,Project Coordinator
Bachelor,,0.85,1,,3.4,4.0,,0,0,Design Technology,Undeclared,Engineering Technician,Material Handler,General Laborer
Bachelor,,0.726666667,1,,,5.0,25.0,0,0,Computer Science,Undeclared,Customer Service Representative,Academic Resource Advisor,
Bachelor,,0.77,1,2020,,4.0,,1,0,Information Technology,Undeclared,Research Assistant,,
Master,,0.65,2,2019,,4.0,,1,0,Biotechnology,Data Science,Intern,,
Master,,0.65,2,,,3.0,,0,0,Mechanical Engineering,Natural Sciences,Manager,,Engineer
Bachelor,Spanish,0.8266666666666667,6,2016,,5.0,,0,1,Accounting,Informatics Engineering,Accountant,Accountant,Bookkeeper
Bachelor,,0.65,2,2004,4.0,,18.0,0,1,Electrical Engineering,Legal Studies,Engineering Technician,Thermal Technician,Technical Support Specialist
Bachelor,Spanish,0.85,1,,,2.0,,0,0,General Studies,Undeclared,Business Development Director,,Admissions Director
Master,,0.75,2,2006,,5.0,25.0,0,0,Business Administration,Computer Science,,Software Engineer,
Bachelor,,0.77,1,1996,,1.0,,1,0,Undeclared,Undeclared,,,Others
Bachelor,,0.346666667,1,2017,,5.0,30.0,0,0,Computer Science,Undeclared,Information Systems Specialist,,Software Engineer
Bachelor,,0.7833333333333333,1,1996,,,18.0,1,0,Undeclared,Undeclared,,,Others
Master,Mandarin,0.3333333333333333,2,2012,3.5,1.0,,0,1,Accounting,Business Administration,Accountant,Accountant,
Master,,0.793333333,2,2004,,4.0,,0,0,Information Systems,Computer Science,Engineer,,
Bachelor,,0.6833333333333332,1,,,3.0,,0,1,Education,Undeclared,Business Development Director,Account Manager,
Master,,0.7266666666666667,4,2016,,3.0,,0,0,Business Administration,Finance,Accountant,Subcontract Accountant,Administrative Coordinator
Master,,0.716666667,2,2020,,3.0,,0,1,Electrical Engineering,Artificial Intelligence,Development Engineer,,
Master,Marathi,0.65,2,2011,,,22.0,0,0,Finance,Health Technology,Investment Accountant,,Medical Technician
Bachelor,,0.643333333,1,2015,,,22.0,0,0,Computer Science,Undeclared,Computer Engineer,Systems Administrator,Help Desk Technician
Master,,0.816666667,2,2006,,3.0,,0,0,Business Administration,Computer Science,,Software Engineer,
Master,,0.716666667,2,2005,,1.0,,0,0,Business Administration,Accounting,Accountant,Project Manager,Project Manager
Bachelor,,0.85,1,2020,,,,1,0,Chemical Sciences,Undeclared,Intern,,
Master,Mandarin,0.6833333333333332,2,2012,3.5,5.0,,0,1,Accounting,Business Administration,Accountant,Accountant,
Bachelor,,0.56,1,2020,,1.0,,0,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.6833333333333332,2,,,1.0,22.0,1,0,Education,Undeclared,Business Development Director,Consultant,Relocation Consultant
Bachelor,,0.383333333,1,2021,,1.0,22.0,1,0,Computer Science,Undeclared,Intern,,
Master,,0.45,2,2020,,5.0,24.0,1,1,Computer Science,Computer Science,Machine Learning Engineer,,
Bachelor,,0.683333333,1,2019,,1.0,25.0,0,0,Electrical Engineering,Undeclared,Medical Analyst,Data Engineer,
Bachelor,,0.826666667,3,2020,4.0,1.0,,0,0,Linguistics,General Engineering,,,Hard Coating Technician
Bachelor,,0.65,2,2014,,5.0,24.0,1,0,Business Administration,Business Administration,Accountant,,
Bachelor,,0.383333333,2,2014,,4.0,,0,0,Undeclared,Undeclared,Engineer,Receptionist,
Master,,0.35,2,2019,,1.0,25.0,1,0,Materials Engineering,Undeclared,Researcher,,
PhD,,0.65,3,2017,3.93,,22.0,0,0,Computer Science,Computer Science,Researcher,Research Assistant,Research Assistant
Bachelor,,0.85,1,,,3.0,,0,0,Electrical Engineering,Undeclared,Technician,Technician,
Master,,0.783333333,2,2020,,5.0,,0,1,Statistics,Data Science,Statistical Analyst,,
Bachelor,,0.6833333333333332,1,,,,20.0,0,0,Mechanical Engineering,Undeclared,Business Development Director,Account Executive,Account Executive
Master,French,0.416666667,2,,,5.0,24.0,0,0,Electrical Engineering,Electrical Engineering,Others,Others,Engineer
Bachelor,,0.75,1,,,3.0,,1,0,Chemical Engineering,Undeclared,Engineer,Field Engineer,Service Manager
Bachelor,,0.35,1,2019,,5.0,24.0,1,0,Electrical Engineering,Undeclared,Software Engineer,,
Bachelor,,0.816666667,2,1991,3.1,5.0,28.0,0,0,Information Systems,Electrical Engineering,Engineer,,
Bachelor,,0.416666667,1,2021,,1.0,25.0,1,0,Computer Science,Undeclared,Intern,Software Engineer,
PhD,,0.55,2,2021,,5.0,30.0,0,0,Electrical Engineering,Data Science,Data Engineer,,
Bachelor,,0.85,1,,,1.0,25.0,0,0,Undeclared,Undeclared,,,
Master,,0.6,2,1,,4.0,,0,0,Accounting,Computer Science,Accountant,Accountant,Accountant
Bachelor,,0.5833333333333334,1,,,1.0,,1,1,General Studies,Undeclared,Business Development Director,Inside Sales Manager,Inside Sales Manager
Bachelor,,0.316666667,1,2019,,1.0,22.0,0,0,Statistics,Undeclared,Data Scientist,,
Master,,0.65,2,2019,,3.0,40.0,1,0,Commerce,Undeclared,Data Scientist,,
Master,,0.85,2,2021,,,20.0,1,0,Computer Science,Artificial Intelligence,Researcher,,
Bachelor,,0.35,1,2019,,2.0,25.0,1,0,Undeclared,Undeclared,Others,,
Master,,0.6833333333333332,2,2006,,,22.0,0,0,Finance,Undeclared,Accountant,Accountant,Accountant
Master,,0.533333333,2,,4.0,1.0,22.0,1,1,Industrial Engineering,Materials Engineering,Industrial Engineer,Industrial Engineer,Industrial Engineer
Bachelor,,0.636666667,1,2019,,5.0,25.0,1,0,Undeclared,Undeclared,Engineer,,
Master,,0.35,2,2021,,5.0,25.0,0,1,Computer Science,Computer Science,Intern,,
Master,,0.85,3,2017,,,20.0,0,1,Information Systems,Criminal Justice,Business Development Analyst,Business Enterprise Risk Manager,Client Relationship Specialist
Bachelor,,0.793333333,1,2019,,3.0,40.0,1,0,Undeclared,Undeclared,,,
Master,,0.783333333,2,,,2.0,25.0,0,0,Mechanical Engineering,Natural Sciences,Manager,,Engineer
Master,,0.116666667,2,2005,,1.0,25.0,0,1,Computer Science,Electrical Engineering,,Software Certification Analyst,Project Coordinator
Bachelor,,0.85,1,2013,,3.0,,0,1,General Engineering,Undeclared,Computer Vision Engineer,,Data Scientist
Bachelor,,0.596666667,1,2019,,3.0,,1,0,Statistics,Undeclared,Engineer,,
Bachelor,,0.506666667,1,2019,,,22.0,0,1,Undeclared,Undeclared,Analyst,,
Master,,0.75,3,,,1.0,,0,0,Finance,Business Administration,Accountant,Consultant,Others
Bachelor,,0.65,1,2025,3.1,5.0,,1,1,Biological Sciences,Undeclared,Dining Room Attendant,Childcare Provider,
Bachelor,,0.65,1,2020,,5.0,,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.716666667,1,2019,,,22.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.62,1,2019,,3.0,,1,0,Electrical Engineering,Undeclared,Analyst,,
Bachelor,,0.6,1,1988,,4.0,,0,0,Electrical Engineering,Undeclared,Engineering Technician,Engineering Technician,Maintenance Technician
Bachelor,,0.65,2,2014,,5.0,,1,0,Business Administration,Business Administration,Accountant,,
Bachelor,,0.683333333,1,2019,,4.0,,0,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.826666667,1,2006,3.73,2.0,25.0,0,0,Electrical Engineering,Undeclared,Engineer,Electrical Design Engineer,Project Engineer
Bachelor,,0.816666667,1,2019,,1.0,,1,0,Information Technology,Undeclared,Analyst,,
PhD,,0.65,2,2019,,5.0,28.0,0,0,Commerce,Data Science,Data Scientist,Data Scientist,
Master,Spanish,0.6766666666666666,2,2008,,1.0,25.0,0,0,Business Administration,Finance,Accountant,Accountant,Accountant
PhD,Hebrew,0.65,2,2008,0.16399999999999998,1.0,,1,0,Computer Science,Computer Science,Intern,Intern,
Master,,0.643333333,2,2015,,15.0,52.0,0,1,Computer Science,Computer Science,Instructor,Software Engineer,Software Engineer
Master,,0.65,2,2017,,5.0,,1,0,Electrical Engineering,Data Analytics,Analyst,,
Bachelor,,0.76,1,2019,,3.0,25.0,1,0,Electrical Engineering,Undeclared,Software Engineer,,
Master,Hindi,0.3499999999999999,2,,,2.0,25.0,0,0,Undeclared,Undeclared,Accountant,Accountant,Accountant
Master,,0.716666667,3,2015,,2.0,25.0,0,1,Undeclared,Aerospace Engineering,,Field Engineer,Aircraft Engineer
Bachelor,,0.85,1,2019,,3.0,40.0,0,0,Electrical Engineering,Undeclared,Data Analyst,,
Master,,0.6,2,,,1.0,,0,0,Mechanical Engineering,Mechanical Engineering,Others,Thermal Engineer,Researcher
Bachelor,,0.65,1,2018,,5.0,30.0,1,0,Mechanical Engineering,Undeclared,,,
PhD,,0.35,2,2019,,15.0,52.0,1,0,Electrical Engineering,Computer Science,,,
Bachelor,,0.683333333,1,2019,,3.0,40.0,0,0,Electrical Engineering,Undeclared,Medical Analyst,Data Engineer,
Bachelor,,0.8166666666666668,1,,,,18.0,0,0,Business Administration,Undeclared,Accountant,Accountant,Accountant
PhD,,0.716666667,3,,,5.0,24.0,0,0,Undeclared,Electrical Engineering,Engineer,Systems Engineer,Electrical Engineer
Bachelor,,0.816666667,1,2018,,2.0,,1,0,Undeclared,Undeclared,Analyst,,
Master,Mandarin,0.65,2,2012,3.5,1.0,,0,1,Accounting,Business Administration,Accountant,Accountant,
Master,,0.85,2,,,,20.0,0,0,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.683333333,1,2015,,2.0,25.0,0,0,Computer Science,Undeclared,Computer Technician,,Help Desk Technician
Master,,0.726666667,3,2016,,3.0,25.0,0,0,Electrical Engineering,Electrical Engineering,Engineer,Engineer,Software Engineer
Bachelor,Spanish,0.4833333333333334,1,,,1.0,25.0,0,0,General Studies,Undeclared,Business Development Director,,Admissions Director
Bachelor,Arabic,0.3833333333333333,1,2010,,1.0,25.0,0,0,Accounting,Undeclared,Others,Others,Accountant
Bachelor,,0.35,1,2019,,2.0,25.0,1,0,Information Technology,Undeclared,,,
Bachelor,,0.683333333,1,2019,,3.0,40.0,0,0,Materials Engineering,Undeclared,Intern,,
Bachelor,,0.65,1,2020,,4.0,,0,0,Undeclared,Undeclared,Data Analyst,,
Bachelor,,0.716666667,1,2020,3.8,1.0,,0,0,Cybersecurity,Undeclared,Information Technology Specialist,Information Technology Specialist,
PhD,,0.75,2,2015,,5.0,,0,0,Computer Science,Undeclared,Engineer,Software Engineer,Software Engineer
Bachelor,,0.85,1,2019,,,,0,0,Information Technology,Undeclared,Analyst,,
Master,,0.683333333,2,2020,,5.0,,0,1,Computer Science,Undeclared,Analyst,,
Master,,0.65,2,2005,,5.0,30.0,0,0,Business Administration,Accounting,Accountant,Project Manager,Project Manager
Bachelor,,0.55,1,2020,,5.0,30.0,0,0,Mechanical Engineering,Undeclared,Machine Learning Engineer,,
Master,,0.783333333,2,,,3.0,,0,0,Mechanical Engineering,Natural Sciences,Manager,,Engineer
Bachelor,,0.85,1,2010,,3.0,,0,1,Finance,Undeclared,,Accountant,
Master,,0.8166666666666668,3,1984,,1.0,,0,1,Undeclared,Undeclared,Buisness Developer,,Quality Engineering Analyst
Master,,0.333333333,2,2020,,5.0,30.0,1,0,Undeclared,Data Analytics,Intern,,
Bachelor,,0.816666667,3,,3.472,1.0,,1,1,Undeclared,Chemical Engineering,Software Engineer,Software Engineer,Software Engineer
Master,,0.45,2,2020,,5.0,24.0,0,1,Electrical Engineering,Artificial Intelligence,Development Engineer,,
Bachelor,,0.816666667,1,2000,,3.0,,0,0,Electrical Engineering,Undeclared,Engineering Technician,Manufacturing Technician,Electronic Technician
Bachelor,,0.62,1,2020,,,22.0,1,0,Computer Science,Undeclared,Computer Vision Engineer,,
PhD,Japanese,0.85,3,2023,,2.0,25.0,0,0,Computer Science,Computer Science,Researcher,Software Engineer,Machine Learning Engineer
Master,,0.816666667,2,2020,,,,1,1,Computer Science,Computer Science,Machine Learning Engineer,,
Master,Arabic,0.48,4,,,3.0,,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Bachelor,,0.85,2,2011,,2.0,,0,0,Electrical Engineering,General Studies,Engineering Lab Technician,Engineering Lab Technician,Assembly
Bachelor,,0.85,1,2019,,2.0,25.0,1,0,Data Science,Undeclared,Data Scientist,,
Bachelor,,0.893333333,1,,,5.0,,0,0,Communication,Undeclared,Project Manager,Project Manager,Ad Operations Coordinator
Bachelor,,0.55,1,2020,,2.0,,0,1,Electrical Engineering,Undeclared,,,
Master,,0.3066666666666667,2,,,3.0,,1,1,Accounting,Accounting,Accountant,Accounting Assistant,Stock Clerk
Bachelor,,0.816666667,1,1999,,5.0,,0,0,Undeclared,Undeclared,Engineering Technician,Repair Technician,Production Specialist
Bachelor,,0.65,1,1990,,5.0,30.0,0,0,Electrical Engineering,Undeclared,Engineer,Engineer,Engineer
Bachelor,,0.85,1,,,1.0,,0,0,Computer Science,Undeclared,Customer Service Representative,Academic Resource Advisor,
Bachelor,,0.883333333,1,2018,,,22.0,1,0,Undeclared,Undeclared,Analyst,,
Bachelor,,0.383333333,1,2018,,1.0,,0,0,Electrical Engineering,Undeclared,,,
Master,,0.85,2,2004,,15.0,52.0,0,0,Information Systems,Computer Science,Engineer,,
Bachelor,,0.85,1,2019,,5.0,,0,1,Electrical Engineering,Undeclared,Data Engineer,,
PhD,,0.55,2,2015,,15.0,52.0,0,0,Computer Science,Undeclared,Engineer,Software Engineer,Software Engineer
Bachelor,,0.683333333,1,2019,,5.0,28.0,1,0,Information Technology,Undeclared,,,
Master,,0.383333333,2,2019,,5.0,30.0,1,0,Biotechnology,Data Science,Intern,,
Bachelor,,0.65,1,2019,,5.0,30.0,1,0,Electrical Engineering,Undeclared,Software Engineer,,
Bachelor,,0.85,2,1991,,5.0,25.0,0,0,Electrical Engineering,Computer Science,Engineering Technician,Quality Assurance Specialist,
